path,relative_path,filename,valid_filename,hash,channels,sample_rate,sample_width,frame_count,duration_sec,error,modality,vocal_channel,emotion_code,emotion_name,target_class,intensity,statement,repetition,actor,clean_path,clean_relative,clean_sample_rate,clean_channels,balanced_path,balanced_relative
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_15\03-01-07-02-01-01-15.wav,audio_speech_actors_01-24/Actor_15/03-01-07-02-01-01-15.wav,03-01-07-02-01-01-15.wav,True,6f9fce5f14c981e94b249e551a034adf47f91294,1,48000,2,177777,3.703688,,03,01,07,disgust,distressed,02,01,01,15,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-02-01-01-15.wav,distressed/03-01-07-02-01-01-15.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-02-01-01-15.wav,distressed/03-01-07-02-01-01-15.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_01\03-01-07-01-01-02-01.wav,audio_speech_actors_01-24/Actor_01/03-01-07-01-01-02-01.wav,03-01-07-01-01-02-01.wav,True,eddf4339de25c18ebe340b0c517785cdf5e66f4d,1,48000,2,187387,3.903896,,03,01,07,disgust,distressed,01,01,02,01,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-01-01-02-01.wav,distressed/03-01-07-01-01-02-01.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-01-01-02-01.wav,distressed/03-01-07-01-01-02-01.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_17\03-01-05-01-01-01-17.wav,audio_speech_actors_01-24/Actor_17/03-01-05-01-01-01-17.wav,03-01-05-01-01-01-17.wav,True,ce086739e1cf99dfed951118411b4a32cceb5821,1,48000,2,166567,3.470146,,03,01,05,angry,distressed,01,01,01,17,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-01-01-01-17.wav,distressed/03-01-05-01-01-01-17.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-01-01-01-17.wav,distressed/03-01-05-01-01-01-17.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_16\03-01-05-01-01-01-16.wav,audio_speech_actors_01-24/Actor_16/03-01-05-01-01-01-16.wav,03-01-05-01-01-01-16.wav,True,3aa320b2ab27fd7596329096cca16b88a5150fd1,1,48000,2,190591,3.970646,,03,01,05,angry,distressed,01,01,01,16,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-01-01-01-16.wav,distressed/03-01-05-01-01-01-16.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-01-01-01-16.wav,distressed/03-01-05-01-01-01-16.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_24\03-01-05-01-01-02-24.wav,audio_speech_actors_01-24/Actor_24/03-01-05-01-01-02-24.wav,03-01-05-01-01-02-24.wav,True,09623105a848dc77d501011993ae301519631070,1,48000,2,179379,3.737062,,03,01,05,angry,distressed,01,01,02,24,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-01-01-02-24.wav,distressed/03-01-05-01-01-02-24.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-01-01-02-24.wav,distressed/03-01-05-01-01-02-24.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_16\03-01-05-02-01-01-16.wav,audio_speech_actors_01-24/Actor_16/03-01-05-02-01-01-16.wav,03-01-05-02-01-01-16.wav,True,ca0214307695cad11abdfb8759546b6145bab796,1,48000,2,190591,3.970646,,03,01,05,angry,distressed,02,01,01,16,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-02-01-01-16.wav,distressed/03-01-05-02-01-01-16.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-02-01-01-16.wav,distressed/03-01-05-02-01-01-16.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_24\03-01-05-02-01-01-24.wav,audio_speech_actors_01-24/Actor_24/03-01-05-02-01-01-24.wav,03-01-05-02-01-01-24.wav,True,b4a0ae268e5c86d5d354f467e6c4b097c77ebf30,1,48000,2,209810,4.371042,,03,01,05,angry,distressed,02,01,01,24,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-02-01-01-24.wav,distressed/03-01-05-02-01-01-24.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-02-01-01-24.wav,distressed/03-01-05-02-01-01-24.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_19\03-01-07-01-02-01-19.wav,audio_speech_actors_01-24/Actor_19/03-01-07-01-02-01-19.wav,03-01-07-01-02-01-19.wav,True,6d12afc6c8dfa3e578987a107461e25e62f7e071,1,48000,2,200200,4.170833,,03,01,07,disgust,distressed,01,02,01,19,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-01-02-01-19.wav,distressed/03-01-07-01-02-01-19.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-01-02-01-19.wav,distressed/03-01-07-01-02-01-19.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_21\03-01-07-02-01-01-21.wav,audio_speech_actors_01-24/Actor_21/03-01-07-02-01-01-21.wav,03-01-07-02-01-01-21.wav,True,b1ddef9889f0bff2df50eba8709be27537fb7cb2,1,48000,2,195395,4.070729,,03,01,07,disgust,distressed,02,01,01,21,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-02-01-01-21.wav,distressed/03-01-07-02-01-01-21.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-02-01-01-21.wav,distressed/03-01-07-02-01-01-21.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_14\03-01-05-01-01-01-14.wav,audio_speech_actors_01-24/Actor_14/03-01-05-01-01-01-14.wav,03-01-05-01-01-01-14.wav,True,11e4638e508b700feebe79ba527f422b8e07fb7f,1,48000,2,172972,3.603583,,03,01,05,angry,distressed,01,01,01,14,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-01-01-01-14.wav,distressed/03-01-05-01-01-01-14.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-01-01-01-14.wav,distressed/03-01-05-01-01-01-14.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_24\03-01-07-01-02-02-24.wav,audio_speech_actors_01-24/Actor_24/03-01-07-01-02-02-24.wav,03-01-07-01-02-02-24.wav,True,bb676de6afee002dbe8f9e729ee08d533bfe6707,1,48000,2,195395,4.070729,,03,01,07,disgust,distressed,01,02,02,24,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-01-02-02-24.wav,distressed/03-01-07-01-02-02-24.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-01-02-02-24.wav,distressed/03-01-07-01-02-02-24.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_06\03-01-05-02-01-01-06.wav,audio_speech_actors_01-24/Actor_06/03-01-05-02-01-01-06.wav,03-01-05-02-01-01-06.wav,True,1e996529b16c9fc95a24d6edc751c22bc283692f,1,48000,2,196997,4.104104,,03,01,05,angry,distressed,02,01,01,06,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-02-01-01-06.wav,distressed/03-01-05-02-01-01-06.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-02-01-01-06.wav,distressed/03-01-05-02-01-01-06.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_21\03-01-07-02-01-02-21.wav,audio_speech_actors_01-24/Actor_21/03-01-07-02-01-02-21.wav,03-01-07-02-01-02-21.wav,True,99ff55e3669ff25e3dff7b81a60448d44fed9ce0,1,48000,2,193793,4.037354,,03,01,07,disgust,distressed,02,01,02,21,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-02-01-02-21.wav,distressed/03-01-07-02-01-02-21.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-02-01-02-21.wav,distressed/03-01-07-02-01-02-21.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_14\03-01-07-02-02-02-14.wav,audio_speech_actors_01-24/Actor_14/03-01-07-02-02-02-14.wav,03-01-07-02-02-02-14.wav,True,67d48c1ea508f95c09e69a312e38cb5c3c67dd04,1,48000,2,182582,3.803792,,03,01,07,disgust,distressed,02,02,02,14,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-02-02-02-14.wav,distressed/03-01-07-02-02-02-14.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-02-02-02-14.wav,distressed/03-01-07-02-02-02-14.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_23\03-01-07-01-01-01-23.wav,audio_speech_actors_01-24/Actor_23/03-01-07-01-01-01-23.wav,03-01-07-01-01-01-23.wav,True,e17128828fcbb10828693a56bf76c9c711a77db3,1,48000,2,171371,3.570229,,03,01,07,disgust,distressed,01,01,01,23,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-01-01-01-23.wav,distressed/03-01-07-01-01-01-23.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-01-01-01-23.wav,distressed/03-01-07-01-01-01-23.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_17\03-01-05-02-01-01-17.wav,audio_speech_actors_01-24/Actor_17/03-01-05-02-01-01-17.wav,03-01-05-02-01-01-17.wav,True,9a892a36c853c8c499be9264015d7faa5dfb42c5,1,48000,2,168168,3.5035,,03,01,05,angry,distressed,02,01,01,17,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-02-01-01-17.wav,distressed/03-01-05-02-01-01-17.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-02-01-01-17.wav,distressed/03-01-05-02-01-01-17.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_14\03-01-07-01-01-02-14.wav,audio_speech_actors_01-24/Actor_14/03-01-07-01-01-02-14.wav,03-01-07-01-01-02-14.wav,True,806bf82d50f72011a4a54475f20c3fce530ba562,1,48000,2,174574,3.636958,,03,01,07,disgust,distressed,01,01,02,14,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-01-01-02-14.wav,distressed/03-01-07-01-01-02-14.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-01-01-02-14.wav,distressed/03-01-07-01-01-02-14.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_14\03-01-07-02-01-01-14.wav,audio_speech_actors_01-24/Actor_14/03-01-07-02-01-01-14.wav,03-01-07-02-01-01-14.wav,True,4c70a1bacbf59910c38179fd2b0974b2204d0942,1,48000,2,188988,3.93725,,03,01,07,disgust,distressed,02,01,01,14,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-02-01-01-14.wav,distressed/03-01-07-02-01-01-14.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-02-01-01-14.wav,distressed/03-01-07-02-01-01-14.wav
